"Oxyopidae","Oxyopes scalaris ","23","LH","Qt","15","Araneae","Oxyopes","scalaris","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qt 15 LS2","Oxyopes scalaris","23 Qt 15","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qt","15","Araneae","Misumenops","spp.","","LS2","","","","","","L","","","","","Sweep","","","","3","","","","","1-May","","","x","x","","","3","94","5/7/1994","LH Qt 15 LS2","Misumenops spp.","23 Qt 15","12115"
"Araneidae","Eustala spp. ","23","LH","Qt","15","Araneae","Eustala","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qt 15 MS2","Eustala spp.","23 Qt 15","12115"
"Araneidae","Neoscona spp. ","23","LH","Qt","15","Araneae","Neoscona","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qt 15 MS2","Neoscona spp.","23 Qt 15","12115"
"Araneidae","Eustala spp. ","23","LH","Qv","1","Araneae","Eustala","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB1","Eustala spp.","23 Qv 1","12115"
"Salticidae","Hentzia palmarum ","23","LH","Qv","1","Araneae","Hentzia","palmarum","","LB1","","","","","","L","","","","","BEAT","","","","","","1","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB1","Hentzia palmarum","23 Qv 1","12115"
"Salticidae","Hentzia spp. ","23","LH","Qv","1","Araneae","Hentzia","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB1","Hentzia spp.","23 Qv 1","12115"
"Tetragnathidae","Tetragnatha laboriosa ","23","LH","Qv","1","Araneae","Tetragnatha","laboriosa","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB1","Tetragnatha laboriosa","23 Qv 1","12115"
"Theridiidae","Theridion dilutum ","23","LH","Qv","1","Araneae","Theridion","dilutum","","LB1","","","","","","L","","","","","BEAT","","","","","","1","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB1","Theridion dilutum","23 Qv 1","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","1","Araneae","Misumenops","spp.","","LB1","","","","","","L","","","","","BEAT","","","","3","","","","","1-May","","x","","x","","","3","94","5/7/1994","LH Qv 1 LB1","Misumenops spp.","23 Qv 1","12115"
"Anyphaenidae","unidentified immatures ","23","LH","Qv","1","Araneae","unidentified","immatures","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB2","unidentified immatures","23 Qv 1","12115"
"Theridiidae","Theridion hidalgo ","23","LH","Qv","1","Araneae","Theridion","hidalgo","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB2","Theridion hidalgo","23 Qv 1","12115"
"Theridiidae","Theridion murarium ","23","LH","Qv","1","Araneae","Theridion","murarium","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 1 LB2","Theridion murarium","23 Qv 1","12115"
"Araneidae","Araneus spp. ","23","LH","Qv","1","Araneae","Araneus","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 MS1","Araneus spp.","23 Qv 1","12115"
"Araneidae","Neoscona spp. ","23","LH","Qv","1","Araneae","Neoscona","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 MS1","Neoscona spp.","23 Qv 1","12115"
"Araneidae","unidentified immatures ","23","LH","Qv","1","Araneae","unidentified","immatures","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 MS1","unidentified immatures","23 Qv 1","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","1","Araneae","Misumenops","spp.","","MS2","","","","","","M","","","","","BEAT","","","","4","","","","","1-May","","x","","x","","","4","94","5/7/1994","LH Qv 1 MS2","Misumenops spp.","23 Qv 1","12115"
"Araneidae","Araneus spp. ","23","LH","Qv","1","Araneae","Araneus","spp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 US","Araneus spp.","23 Qv 1","12115"
"Araneidae","Neoscona spp. ","23","LH","Qv","1","Araneae","Neoscona","spp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 US","Neoscona spp.","23 Qv 1","12115"
"Philodromidae","Philodromus marginalis ","23","LH","Qv","1","Araneae","Philodromus","marginalis","","US","","","","","","U","","","","","BEAT","","","","","","1","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 US","Philodromus marginalis","23 Qv 1","12115"
"Salticidae","unidentified immatures ","23","LH","Qv","1","Araneae","unidentified","immatures","","US","","","","","","U","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 1 US","unidentified immatures","23 Qv 1","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","1","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","BEAT","","","","4","","","","","1-May","","x","x","x","","","4","94","5/7/1994","LH Qv 1 US","Misumenops spp.","23 Qv 1","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","2","Araneae","Misumenops","spp.","","LS1","","","","","","L","","","","","Sweep","","","","5","","","","","1-May","","","x","x","","","5","94","5/7/1994","LH Qv 2 LS1","Misumenops spp.","23 Qv 2","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","2","Araneae","Misumenops","spp.","","LS2","","","","","","L","","","","","Sweep","","","","6","","","","","1-May","","","x","x","","","6","94","5/7/1994","LH Qv 2 LS2","Misumenops spp.","23 Qv 2","12115"
"Thomisidae","Xysticus spp. ","23","LH","Qv","2","Araneae","Xysticus","spp.","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 2 LS2","Xysticus spp.","23 Qv 2","12115"
"Araneidae","Araneus cingulatus ","23","LH","Qv","2","Araneae","Araneus","cingulatus","","MS1","","","","","","M","","","","","Sweep","","","","","","1","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 2 MS1","Araneus cingulatus","23 Qv 2","12115"
"Salticidae","unidentified immatures ","23","LH","Qv","2","Araneae","unidentified","immatures","","MS1","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 2 MS1","unidentified immatures","23 Qv 2","12115"
"Theridiidae","Theridion murarium ","23","LH","Qv","2","Araneae","Theridion","murarium","","MS1","","","","","","M","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 2 MS1","Theridion murarium","23 Qv 2","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","2","Araneae","Misumenops","spp.","","MS1","","","","","","M","","","","","Sweep","","","","3","","","","","1-May","","","x","x","","","3","94","5/7/1994","LH Qv 2 MS1","Misumenops spp.","23 Qv 2","12115"
"Theridiidae","Theridion spp. ","23","LH","Qv","2","Araneae","Theridion","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qv 2 MS2","Theridion spp.","23 Qv 2","12115"
"Philodromidae","Philodromus spp. ","23","LH","Qv","2","Araneae","Philodromus","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 2 US","Philodromus spp.","23 Qv 2","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","2","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","Sweep","","","","4","","","","","1-May","","x","x","x","","","4","94","5/7/1994","LH Qv 2 US","Misumenops spp.","23 Qv 2","12115"
"Araneidae","Mastophora cornigera ","23","LH","Qv","3","Araneae","Mastophora","cornigera","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS1","Mastophora cornigera","23 Qv 3","12115"
"Araneidae","Neoscona spp. ","23","LH","Qv","3","Araneae","Neoscona","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS1","Neoscona spp.","23 Qv 3","12115"
"Salticidae","Hentzia palmarum ","23","LH","Qv","3","Araneae","Hentzia","palmarum","","LS1","","","","","","L","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS1","Hentzia palmarum","23 Qv 3","12115"
"Salticidae","unidentified immatures ","23","LH","Qv","3","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS1","unidentified immatures","23 Qv 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","3","Araneae","Misumenops","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS1","Misumenops spp.","23 Qv 3","12115"
"Araneidae","unidentified immatures ","23","LH","Qv","3","Araneae","unidentified","immatures","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS2","unidentified immatures","23 Qv 3","12115"
"Oxyopidae","Oxyopes salticus ","23","LH","Qv","3","Araneae","Oxyopes","salticus","","LS2","","","","","","L","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS2","Oxyopes salticus","23 Qv 3","12115"
"Salticidae","Eris militaris ","23","LH","Qv","3","Araneae","Eris","militaris","","LS2","","","","","","L","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS2","Eris militaris","23 Qv 3","12115"
"Salticidae","unidentified immatures ","23","LH","Qv","3","Araneae","unidentified","immatures","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS2","unidentified immatures","23 Qv 3","12115"
"Tetragnathidae","Tetragnatha laboriosa ","23","LH","Qv","3","Araneae","Tetragnatha","laboriosa","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Qv 3 LS2","Tetragnatha laboriosa","23 Qv 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","3","Araneae","Misumenops","spp.","","LS2","","","","","","L","","","","","Sweep","","","","3","","","","","1-May","","","x","x","","","3","94","5/7/1994","LH Qv 3 LS2","Misumenops spp.","23 Qv 3","12115"
"Araneidae","unidentified immatures ","23","LH","Qv","3","Araneae","unidentified","immatures","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qv 3 MS2","unidentified immatures","23 Qv 3","12115"
"Linyphiidae","Frontinella pyramitela ","23","LH","Qv","3","Araneae","Frontinella","pyramitela","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qv 3 MS2","Frontinella pyramitela","23 Qv 3","12115"
"Salticidae","Hentzia mitrata ","23","LH","Qv","3","Araneae","Hentzia","mitrata","","MS2","","","","","","M","","","","","Sweep","","","","","","1","","","1-May","","","","x","","","1","94","5/7/1994","LH Qv 3 MS2","Hentzia mitrata","23 Qv 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","3","Araneae","Misumenops","spp.","","MS2","","","","","","M","","","","","Sweep","","","","4","","","","","1-May","","","","x","","","4","94","5/7/1994","LH Qv 3 MS2","Misumenops spp.","23 Qv 3","12115"
"Thomisidae","Xysticus spp. ","23","LH","Qv","3","Araneae","Xysticus","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Qv 3 MS2","Xysticus spp.","23 Qv 3","12115"
"Araneidae","Eustala emertoni ","23","LH","Qv","3","Araneae","Eustala","emertoni","","US","","","","","","U","","","","","Sweep","","","","","1","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 3 US","Eustala emertoni","23 Qv 3","12115"
"Linyphiidae","unidentified immatures ","23","LH","Qv","3","Araneae","unidentified","immatures","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 3 US","unidentified immatures","23 Qv 3","12115"
"Theridiidae","Theridion spp. ","23","LH","Qv","3","Araneae","Theridion","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 3 US","Theridion spp.","23 Qv 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","3","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","Sweep","","","","2","","","","","1-May","","x","x","x","","","2","94","5/7/1994","LH Qv 3 US","Misumenops spp.","23 Qv 3","12115"
"Thomisidae","Tmarus angulatus ","23","LH","Qv","3","Araneae","Tmarus","angulatus","","US","","","","","","U","","","","","Sweep","","","","","","1","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 3 US","Tmarus angulatus","23 Qv 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","4","Araneae","Misumenops","spp.","","LB1","","","","","","L","","","","","BEAT","","","","2","","","","","1-May","","x","","x","","","2","94","5/7/1994","LH Qv 4 LB1","Misumenops spp.","23 Qv 4","12115"
"Salticidae","Eris spp. ","23","LH","Qv","4","Araneae","Eris","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 4 LB2","Eris spp.","23 Qv 4","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","4","Araneae","Misumenops","spp.","","LB2","","","","","","L","","","","","BEAT","","","","2","","","","","1-May","","x","","x","","","2","94","5/7/1994","LH Qv 4 LB2","Misumenops spp.","23 Qv 4","12115"
"Araneidae","Eustala emertoni ","23","LH","Qv","4","Araneae","Eustala","emertoni","","MS1","","","","","","M","","","","","BEAT","","","","","1","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 4 MS1","Eustala emertoni","23 Qv 4","12115"
"Salticidae","unidentified immatures ","23","LH","Qv","4","Araneae","unidentified","immatures","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 4 MS1","unidentified immatures","23 Qv 4","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","4","Araneae","Misumenops","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Qv 4 MS1","Misumenops spp.","23 Qv 4","12115"
"Oxyopidae","Peucetia viridans ","23","LH","Qv","4","Araneae","Peucetia","viridans","","MS2","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Qv 4 MS2","Peucetia viridans","23 Qv 4","12115"
"Thomisidae","Misumenops spp. ","23","LH","Qv","4","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","BEAT","","","","4","","","","","1-May","","x","x","x","","","4","94","5/7/1994","LH Qv 4 US","Misumenops spp.","23 Qv 4","12115"
"Araneidae","unidentified immatures ","23","LH","Uc","3","Araneae","unidentified","immatures","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB1","unidentified immatures","23 Uc 3","12115"
"Salticidae","Admestina archboldi ","23","LH","Uc","3","Araneae","Admestina","archboldi","","LB1","","","","","","L","","","","","BEAT","","","","","1","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB1","Admestina archboldi","23 Uc 3","12115"
"Tetragnathidae","Tetragnatha laboriosa ","23","LH","Uc","3","Araneae","Tetragnatha","laboriosa","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB1","Tetragnatha laboriosa","23 Uc 3","12115"
"Anyphaenidae","Hibana spp. ","23","LH","Uc","3","Araneae","Hibana","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB2","Hibana spp.","23 Uc 3","12115"
"Anyphaenidae","unidentified immatures ","23","LH","Uc","3","Araneae","unidentified","immatures","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB2","unidentified immatures","23 Uc 3","12115"
"Theridiidae","unidentified immatures ","23","LH","Uc","3","Araneae","unidentified","immatures","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 LB2","unidentified immatures","23 Uc 3","12115"
"Anyphaenidae","unidentified immatures ","23","LH","Uc","3","Araneae","unidentified","immatures","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 3 MS1","unidentified immatures","23 Uc 3","12115"
"Araneidae","unidentified immatures ","23","LH","Uc","3","Araneae","unidentified","immatures","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 3 MS1","unidentified immatures","23 Uc 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","3","Araneae","Misumenops","spp.","","MS1","","","","","","M","","","","","BEAT","","","","3","","","","","1-May","","x","x","x","","","3","94","5/7/1994","LH Uc 3 MS1","Misumenops spp.","23 Uc 3","12115"
"Araneidae","Eustala spp. ","23","LH","Uc","3","Araneae","Eustala","spp.","","MS2","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 3 MS2","Eustala spp.","23 Uc 3","12115"
"Mimetidae","Ero sp. ","23","LH","Uc","3","Araneae","Ero","sp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 3 US","Ero sp.","23 Uc 3","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","3","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","BEAT","","","","2","","","","","1-May","","x","x","x","","","2","94","5/7/1994","LH Uc 3 US","Misumenops spp.","23 Uc 3","12115"
"Anyphaenidae","Hibana cambridgei ","23","LH","Uc","5","Araneae","Hibana","cambridgei","","LS1","","","","","","L","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 5 LS1","Hibana cambridgei","23 Uc 5","12115"
"Anyphaenidae","unidentified immatures ","23","LH","Uc","5","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","4","","","","","1-May","","","x","x","","","4","94","5/7/1994","LH Uc 5 LS1","unidentified immatures","23 Uc 5","12115"
"Oxyopidae","Oxyopes scalaris ","23","LH","Uc","5","Araneae","Oxyopes","scalaris","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 5 LS1","Oxyopes scalaris","23 Uc 5","12115"
"Salticidae","unidentified immatures ","23","LH","Uc","5","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 5 LS1","unidentified immatures","23 Uc 5","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","5","Araneae","Misumenops","spp.","","LS1","","","","","","L","","","","","Sweep","","","","2","","","","","1-May","","","x","x","","","2","94","5/7/1994","LH Uc 5 LS1","Misumenops spp.","23 Uc 5","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","5","Araneae","Misumenops","spp.","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 5 LS2","Misumenops spp.","23 Uc 5","12115"
"Theridiidae","Theridion dilutum ","23","LH","Uc","5","Araneae","Theridion","dilutum","","MS1","","","","","","M","","","","","Sweep","","","","","","1","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 5 MS1","Theridion dilutum","23 Uc 5","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","5","Araneae","Misumenops","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Uc 5 MS2","Misumenops spp.","23 Uc 5","12115"
"Anyphaenidae","Hibana cambridgei ","23","LH","Uc","5","Araneae","Hibana","cambridgei","","US","","","","","","U","","","","","Sweep","","","","","","1","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 5 US","Hibana cambridgei","23 Uc 5","12115"
"Araneidae","Araneus spp. ","23","LH","Uc","5","Araneae","Araneus","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 5 US","Araneus spp.","23 Uc 5","12115"
"Anyphaenidae","unidentified immatures ","23","LH","Uc","7","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS1","unidentified immatures","23 Uc 7","12115"
"Thomisidae","Misumenops celer ","23","LH","Uc","7","Araneae","Misumenops","celer","","LS1","","","","","","L","","","","","Sweep","","","","","1","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS1","Misumenops celer","23 Uc 7","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","7","Araneae","Misumenops","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS1","Misumenops spp.","23 Uc 7","12115"
"Salticidae","unidentified immatures ","23","LH","Uc","7","Araneae","unidentified","immatures","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS2","unidentified immatures","23 Uc 7","12115"
"Theridiidae","Theridion hidalgo ","23","LH","Uc","7","Araneae","Theridion","hidalgo","","LS2","","","","","","L","","","","","Sweep","","","","","","1","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS2","Theridion hidalgo","23 Uc 7","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","7","Araneae","Misumenops","spp.","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/7/1994","LH Uc 7 LS2","Misumenops spp.","23 Uc 7","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","7","Araneae","Misumenops","spp.","","MS1","","","","","","M","","","","","Sweep","","","","2","","","","","1-May","","","x","x","","","2","94","5/7/1994","LH Uc 7 MS1","Misumenops spp.","23 Uc 7","12115"
"Araneidae","unidentified immatures ","23","LH","Uc","7","Araneae","unidentified","immatures","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Uc 7 MS2","unidentified immatures","23 Uc 7","12115"
"Tetragnathidae","Tetragnatha laboriosa ","23","LH","Uc","7","Araneae","Tetragnatha","laboriosa","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Uc 7 MS2","Tetragnatha laboriosa","23 Uc 7","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","7","Araneae","Misumenops","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","1-May","","","","x","","","1","94","5/7/1994","LH Uc 7 MS2","Misumenops spp.","23 Uc 7","12115"
"Araneidae","Eustala spp. ","23","LH","Uc","7","Araneae","Eustala","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 7 US","Eustala spp.","23 Uc 7","12115"
"Salticidae","Eris militaris ","23","LH","Uc","7","Araneae","Eris","militaris","","US","","","","","","U","","","","","Sweep","","","","","1","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 7 US","Eris militaris","23 Uc 7","12115"
"Salticidae","Hentzia mitrata ","23","LH","Uc","7","Araneae","Hentzia","mitrata","","US","","","","","","U","","","","","Sweep","","","","","1","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 7 US","Hentzia mitrata","23 Uc 7","12115"
"Salticidae","Hentzia spp. ","23","LH","Uc","7","Araneae","Hentzia","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 7 US","Hentzia spp.","23 Uc 7","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","7","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","Sweep","","","","2","","","","","1-May","","x","x","x","","","2","94","5/7/1994","LH Uc 7 US","Misumenops spp.","23 Uc 7","12115"
"Araneidae","Ocrepeira georgia ","23","LH","Uc","12","Araneae","Ocrepeira","georgia","","LB1","","","","","","L","","","","","BEAT","","","","","1","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 12 LB1","Ocrepeira georgia","23 Uc 12","12115"
"Araneidae","unidentified immatures ","23","LH","Uc","12","Araneae","unidentified","immatures","","LB1","","","","","","L","","","","","BEAT","","","","2","","","","","1-May","","x","","x","","","2","94","5/7/1994","LH Uc 12 LB1","unidentified immatures","23 Uc 12","12115"
"Theridiidae","unidentified immatures ","23","LH","Uc","12","Araneae","unidentified","immatures","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 12 LB1","unidentified immatures","23 Uc 12","12115"
"Araneidae","unidentified immatures ","23","LH","Uc","12","Araneae","unidentified","immatures","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 12 LB2","unidentified immatures","23 Uc 12","12115"
"Linyphiidae","unidentified immatures ","23","LH","Uc","12","Araneae","unidentified","immatures","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","1-May","","x","","x","","","1","94","5/7/1994","LH Uc 12 LB2","unidentified immatures","23 Uc 12","12115"
"Anyphaenidae","Hibana spp. ","23","LH","Uc","12","Araneae","Hibana","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 12 MS1","Hibana spp.","23 Uc 12","12115"
"Dictynidae","Dictyna bellans ","23","LH","Uc","12","Araneae","Dictyna","bellans","","MS1","","","","","","M","","","","","BEAT","","","","","","1","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 12 MS1","Dictyna bellans","23 Uc 12","12115"
"Thomisidae","Misumenops spp. ","23","LH","Uc","12","Araneae","Misumenops","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 12 MS1","Misumenops spp.","23 Uc 12","12115"
"Theridiidae","Theridion dilutum ","23","LH","Uc","12","Araneae","Theridion","dilutum","","US","","","","","","U","","","","","BEAT","","","","","","1","","","1-May","","x","x","x","","","1","94","5/7/1994","LH Uc 12 US","Theridion dilutum","23 Uc 12","12115"
"Araneidae","Cyclosa turbinata ","24","SB","Ja","C","Araneae","Cyclosa","turbinata","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","1-May","","","x","x","","","1","94","5/8/1994","SB Ja C LS1","Cyclosa turbinata","24 Ja C","12115"
